source,country,bias,factual_reporting,press_freedom,media_type,popularity,mbfc_credibility_rating
theiowastar.com,usa,right,mixed,mostly free,website,minimal traffic,low credibility
ipatriot.com,usa,right,mixed,mostly free,website,minimal traffic,low credibility
israelunwired.com,usa,far right,low,,website,medium traffic,low credibility
israelwarroom.com,usa,right,mixed,,website,minimal traffic,low credibility
ivmmeta.com,unknown,right,mixed,,website,medium traffic,low credibility
iz.ru,russia,right-center,mixed,,newspaper,high traffic,low credibility
jacksonpurchasenews.com,usa,right-center,mixed,mostly free,website,minimal traffic,low credibility
jeffcitynews.com,usa,right-center,mixed,mostly free,website,minimal traffic,low credibility
jeffcotimes.com,usa,right-center,mixed,mostly free,website,minimal traffic,low credibility
jeffersonreporter.com,usa,right-center,mixed,mostly free,website,minimal traffic,low credibility
jocotoday.com,usa,right-center,mixed,mostly free,website,minimal traffic,low credibility
jbs.org,usa,extreme right,low,mostly free,organization/foundation,minimal traffic,low credibility
johnstonreporter.com,usa,right-center,mixed,,website,minimal traffic,low credibility
jonesborotimes.com,usa,right-center,mixed,mostly free,website,minimal traffic,low credibility
jordanbpeterson.com,usa,right,mixed,mostly free,website,high traffic,low credibility
judicialwatch.org,usa,far right,low,,website,medium traffic,low credibility
justthenews.com,usa,far right,mixed,,website,high traffic,low credibility
kalamazootimes.com,usa,right-center,mixed,mostly free,website,minimal traffic,low credibility
kamalaborderbloodbath.com,usa,right,mixed,,website,minimal traffic,low credibility
kanecountyreporter.com,usa,right-center,mixed,mostly free,website,minimal traffic,low credibility
kankakeetimes.com,usa,right-center,mixed,mostly free,website,minimal traffic,low credibility
katehon.com,russia,far-right,low,total oppression,organization/foundation,medium traffic,low credibility
kauaisun.com,usa,right-center,mixed,mostly free,website,minimal traffic,low credibility
kcreporter.com,usa,right-center,mixed,mostly free,website,minimal traffic,low credibility
kendallcountytimes.com,usa,right-center,mixed,mostly free,website,minimal traffic,low credibility
kentcountytoday.com,usa,right-center,mixed,mostly free,website,minimal traffic,low credibility
kentuckianatimes.com,usa,right-center,mixed,mostly free,website,minimal traffic,low credibility
kerncountytimes.com,usa,right-center,mixed,mostly free,website,minimal traffic,low credibility
keystonetoday.com,usa,right-center,mixed,,website,minimal traffic,low credibility
keywestreporter.com,usa,right-center,mixed,mostly free,website,minimal traffic,low credibility
kingscountytimes.com,usa,right-center,mixed,mostly free,website,minimal traffic,low credibility
knightstemplarorder.com,usa,far right,low,mostly free,organization/foundation,minimal traffic,low credibility
kokomostandard.com,usa,right-center,mixed,mostly free,website,minimal traffic,low credibility
kp.ru,russia,right-center,mixed,,newspaper,high traffic,low credibility
kcna.kp,north korea,extreme left,very low,total oppression,news agency,medium traffic,low credibility
kremlin.ru,russia,right-center,mixed,total oppression,government,medium traffic,low credibility
kunstler.com,usa,extreme right,low,,website,medium traffic,low credibility
lacrosseleader.org,usa,left-center,mixed,mostly free,website,minimal traffic,low credibility
ladbible.com,united kingdom,not rated,very low,mostly free,website,high traffic,low credibility
lafayettereporter.com,usa,right-center,mixed,mostly free,website,minimal traffic,low credibility
lafayettetimes.com,usa,right-center,mixed,mostly free,website,minimal traffic,low credibility
laharbornews.com,usa,right-center,mixed,mostly free,website,minimal traffic,low credibility
lakecountygazette.com,usa,right-center,mixed,mostly free,website,minimal traffic,low credibility
lakecountytimes.com,usa,right-center,mixed,,website,minimal traffic,low credibility
lakeregionnews.com,usa,right-center,mixed,mostly free,website,minimal traffic,low credibility
laketahoesun.com,usa,right-center,mixed,mostly free,website,minimal traffic,low credibility
lancastercourier.com,usa,left,mixed,mostly free,website,minimal traffic,low credibility
laneconews.com,usa,right-center,mixed,,website,minimal traffic,low credibility
lansingsun.com,usa,right-center,mixed,mostly free,website,minimal traffic,low credibility
larimernews.com,usa,right-center,mixed,mostly free,website,minimal traffic,low credibility
lastfrontiernews.com,usa,right-center,mixed,mostly free,website,minimal traffic,low credibility
lasvegascitywire.com,usa,right-center,mixed,mostly free,website,minimal traffic,low credibility
laurelhighlandstoday.com,usa,right-center,mixed,,website,minimal traffic,low credibility
laverita.info,italy,right,mixed,mostly free,newspaper,high traffic,low credibility
lawrencereporter.com,usa,right-center,mixed,mostly free,website,minimal traffic,low credibility
lawrencetimes.com,usa,right-center,mixed,,website,minimal traffic,low credibility
laxleader.com,usa,right-center,mixed,mostly free,website,minimal traffic,low credibility
theleadingreport.com,usa,extreme right,very low,,website,medium traffic,low credibility
lebanonpanews.com,usa,right-center,mixed,,website,minimal traffic,low credibility
leftaction.com,usa,extreme left,low,mostly free,website,minimal traffic,low credibility
legalnewsline.com,usa,right-center,mixed,mostly free,website,minimal traffic,low credibility
lehightimes.com,usa,right-center,mixed,,website,minimal traffic,low credibility
lehighnews.org,usa,left-center,mixed,mostly free,website,minimal traffic,low credibility
lenta.ru,russia,right-center,mixed,,website,high traffic,low credibility
lewistontimes.com,usa,right-center,mixed,mostly free,website,minimal traffic,low credibility
lewrockwell.com,usa,extreme right,low,mostly free,website,medium traffic,low credibility
libertybell.com,usa,extreme right,low,mostly free,website,minimal traffic,low credibility
lc.org,usa,far right,low,,organization/foundation,minimal traffic,low credibility
libertyhangout.org,usa,extreme right,low,mostly free,website,minimal traffic,low credibility
libertynews.com,usa,right,low,mostly free,website,minimal traffic,low credibility
libertytalk.fm,usa,far right,mixed,mostly free,website,medium traffic,low credibility
libertyunyielding.com,usa,,mixed,usa 45/180,,,
libertywire.net,usa,extreme right,very low,mostly free,website,minimal traffic,low credibility
libsoftiktok.com,usa,extreme right,low,mostly free,website,medium traffic,low credibility
lickingtoday.com,usa,right-center,mixed,,website,minimal traffic,low credibility
lifenews.com,usa,far right,low,mostly free,website,medium traffic,low credibility
lifesitenews.com,canada,right,low,,website,medium traffic,low credibility
lifezette.com,usa,far right,mixed,mostly free,website,minimal traffic,low credibility
limareporter.com,usa,right-center,mixed,,website,minimal traffic,low credibility
lindelltv.com,usa,far right,very low,mostly free,website,minimal traffic,low credibility
litchfieldhillstoday.com,usa,right-center,mixed,mostly free,website,minimal traffic,low credibility
littleappletimes.com,usa,right-center,mixed,mostly free,website,minimal traffic,low credibility
livingstontoday.com,usa,right-center,mixed,mostly free,website,minimal traffic,low credibility
itemfix.com,united kingdom,right-center,mixed,mostly free,website,medium traffic,low credibility
loomered.com,usa,far right,low,,website,minimal traffic,low credibility
londonwebnews.com,united kingdom,not rated,low,mostly free,website,minimal traffic,low credibility
loraintimes.com,usa,right-center,mixed,,website,minimal traffic,low credibility
louderwithcrowder.com,usa,right,mixed,mostly free,radio,medium traffic,low credibility
louisvillecitywire.com,usa,right-center,mixed,mostly free,website,minimal traffic,low credibility
lowedeltanews.com,usa,right-center,mixed,mostly free,website,minimal traffic,low credibility
lowerbuckstoday.com,usa,right-center,mixed,,website,minimal traffic,low credibility
lucianne.com,usa,,,usa 45/180,,,
luzernetimes.com,usa,right-center,mixed,,website,minimal traffic,low credibility
lycomingnews.com,usa,right-center,mixed,,website,minimal traffic,low credibility
macombdigest.com,usa,left-center,mixed,mostly free,website,minimal traffic,low credibility
macombtoday.com,usa,right-center,mixed,mostly free,website,minimal traffic,low credibility
maconreporter.com,usa,right-center,mixed,mostly free,website,minimal traffic,low credibility
macontimes.com,usa,right-center,mixed,mostly free,website,minimal traffic,low credibility
magicvalleytimes.com,usa,right-center,mixed,mostly free,website,minimal traffic,low credibility
magnoliastatenews.com,usa,right-center,mixed,mostly free,website,minimal traffic,low credibility
businessdailynetwork.com,usa,right-center,mixed,mostly free,website,minimal traffic,low credibility
mainehighlandsnews.com,usa,right-center,mixed,mostly free,website,minimal traffic,low credibility
mainelakesnews.com,usa,right-center,mixed,mostly free,website,minimal traffic,low credibility
mainstreamfakemedia.com,usa,far right,low,mostly free,website,minimal traffic,low credibility
magapac.com,usa,right,low,,organization/foundation,minimal traffic,low credibility
manateereview.com,usa,right-center,mixed,mostly free,website,minimal traffic,low credibility
manilabusinessdaily.com,usa,right-center,mixed,mostly free,website,minimal traffic,low credibility
mansfieldtimes.com,usa,right-center,mixed,,website,minimal traffic,low credibility
marinleader.com,usa,right-center,mixed,mostly free,website,minimal traffic,low credibility
marionmorrowtimes.com,usa,right-center,mixed,,website,minimal traffic,low credibility
mdstatewire.com,usa,right-center,mixed,mostly free,website,minimal traffic,low credibility
matsutimes.com,usa,right-center,mixed,mostly free,website,minimal traffic,low credibility
mauireporter.com,usa (45/180 press freedom),right-center,mixed,,website,minimal traffic,low credibility
themazatlanpost.com,unknown,left-center,mixed,,website,minimal traffic,low credibility
mchenrytimes.com,usa,right-center,mixed,mostly free,website,minimal traffic,low credibility
mcleancountytimes.com,usa,right-center,mixed,mostly free,website,minimal traffic,low credibility
mecklenburgherald.com,usa,left-center,mixed,mostly free,website,minimal traffic,low credibility
mediabuzz.org,singapore,not rated (fake website),low,,website,minimal traffic,low credibility
medinatoday.com,usa,right-center,mixed,,website,minimal traffic,low credibility
mehrnews.com,iran,right,mixed,total oppression,news agency,minimal traffic,low credibility
mgtow.tv,usa,extreme right,low,,website,medium traffic,low credibility
mercedtimes.com,usa,right-center,mixed,mostly free,website,minimal traffic,low credibility
mercertimes.com,usa,right-center,mixed,,website,minimal traffic,low credibility
mercopress.com,uruguay,left-center,mixed,mostly free,news agency,medium traffic,low credibility
merrimackvalleynews.com,usa,right-center,mixed,mostly free,website,minimal traffic,low credibility
mesatimes.org,usa,left-center,mixed,mostly free,website,minimal traffic,low credibility
